sample_index,host_elapsed_s,pulse_fpga_time_s,group_id,pulse_id,valid,invalid_reason,baseline_pre_v,baseline_post_v,baseline_for_area_v,threshold_v,pulse_duration_s,pulse_height_v,peak_height_v,pulse_area_v_us,correction_active_v,effective_high_v,live_target_area_v_us,live_area_error_v_us,live_p_term_v_us,live_i_term_v_us,live_d_term_v_us,live_pid_latency_cycles
10,1.0014667730001747,7065.922738648,997402,0,1,none,-0.10791015625,-0.110595703125,-0.1092529296875,-0.0196533203125,4.64e-07,0.4300642342403017,0.4906005859375,0.1995498046875,0.0,0.5,0.16,0.0382001953125,0.0,0.0,0.0,1
11,1.1014579570000933,7066.022735984,1097400,0,1,none,-0.1085205078125,-0.10986328125,-0.10919189453125,-0.019775390625,4.64e-07,0.4313228212553879,0.49658203125,0.2001337890625,0.0,0.5,0.16,0.038615234375,0.0,0.0,0.0,1
12,1.2014658030002465,7066.12274132,1197406,0,1,none,-0.1085205078125,-0.1112060546875,-0.10986328125,-0.0205078125,4.64e-07,0.4325919315732758,0.498291015625,0.20072265625,0.0,0.5,0.16,0.038316406250000004,0.0,0.0,0.0,1
13,1.3014544159996149,7066.222740656,1297406,0,1,none,-0.1077880859375,-0.1099853515625,-0.10888671875,-0.01953125,4.64e-07,0.4315374966325431,0.4957275390625,0.20023339843750002,0.0,0.5,0.16,0.03968359375,0.0,0.0,0.0,1
14,1.4014627839997047,7066.322740992,1397407,0,1,none,-0.1080322265625,-0.110595703125,-0.10931396484375,-0.0203857421875,4.64e-07,0.4322530812230603,0.5010986328125,0.2005654296875,0.0,0.5,0.16,0.040022460937500004,0.0,0.0,0.0,1
15,1.5014569710001524,7066.422740328,1497407,0,1,none,-0.10791015625,-0.10986328125,-0.10888671875,-0.0203857421875,4.64e-07,0.4325750942887931,0.4952392578125,0.20071484375,0.0,0.5,0.16,0.040257812500000004,0.0,0.0,0.0,1
16,1.6014580849996491,7066.522744664,1597412,0,1,none,-0.107666015625,-0.110595703125,-0.109130859375,-0.0206298828125,4.64e-07,0.4312407394935344,0.4906005859375,0.200095703125,0.0,0.5,0.16,0.040498046875,0.0,0.0,0.0,1
17,1.7014687029995912,7066.622745,1697413,0,1,none,-0.1060791015625,-0.1103515625,-0.10821533203125,-0.01953125,4.64e-07,0.43072720231681033,0.49365234375,0.199857421875,0.0,0.5,0.16,0.040130859375,0.0,0.0,0.0,1
18,1.8014655899996797,7066.722749336,1797418,0,1,none,-0.1063232421875,-0.1097412109375,-0.1080322265625,-0.0201416015625,4.64e-07,0.4299863617995689,0.489501953125,0.199513671875,0.0,0.5,0.16,0.040296875,0.0,0.0,0.0,1
19,1.9014625310001065,7066.822747664,1897417,0,1,none,-0.105712890625,-0.11083984375,-0.1082763671875,-0.02001953125,4.56e-07,0.43759851288377194,0.4912109375,0.199544921875,0.0,0.5,0.16,0.039830078125,0.0,0.0,0.0,1
20,2.00146064799992,7066.922748,1997418,0,1,none,-0.1048583984375,-0.1094970703125,-0.107177734375,-0.0194091796875,4.56e-07,0.4366797731633772,0.4942626953125,0.1991259765625,0.0,0.5,0.16,0.039962890625000004,0.0,0.0,0.0,1
21,2.1014582489997338,7067.022749336,2097420,0,1,none,-0.104736328125,-0.1114501953125,-0.10809326171875,-0.0201416015625,4.56e-07,0.43671403851425433,0.489013671875,0.1991416015625,0.0,0.5,0.16,0.0388212890625,0.0,0.0,0.0,1
22,2.201461304000077,7067.122750672,2197422,0,1,none,-0.1021728515625,-0.11083984375,-0.10650634765625,-0.017822265625,4.56e-07,0.4363949424342105,0.4921875,0.19899609375,0.0,0.5,0.16,0.03920703125,0.0,0.0,0.0,1
23,2.3014526169999954,7067.222748008,2297420,0,1,none,-0.1107177734375,-0.110595703125,-0.11065673828125,-0.0213623046875,4.64e-07,0.43393049568965514,0.5032958984375,0.20134375000000002,0.0,0.5,0.16,0.0390205078125,0.0,0.0,0.0,1
24,2.4014597730001697,7067.322752344,2397425,0,1,none,-0.109375,-0.109619140625,-0.1094970703125,-0.0211181640625,4.64e-07,0.43206787109374994,0.499267578125,0.2004794921875,0.0,0.5,0.16,0.0390595703125,0.0,0.0,0.0,1
